file,label
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_042.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_043.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_044.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_045.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_046.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_047.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_048.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_049.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_050.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_051.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_052.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_053.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_054.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_055.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_056.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_057.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_058.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_059.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_060.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_061.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_062.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_063.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_064.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_065.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_066.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_067.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_068.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_069.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_070.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_071.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_072.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_073.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_074.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_075.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_076.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_077.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_078.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\fluent\fluent_079.wav,0
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_000.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_001.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_002.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_003.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_004.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_005.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_006.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_007.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_008.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_009.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_010.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_011.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_012.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_013.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_014.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_015.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_016.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_017.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_018.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_019.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_020.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_021.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_022.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_023.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_024.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_025.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_026.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_027.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_028.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_029.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_030.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_031.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_032.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_033.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_034.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_035.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_036.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_037.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_038.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_039.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_040.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_041.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_042.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_043.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_044.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_045.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_046.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_047.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_048.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_049.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_050.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_051.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_052.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_053.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_054.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_055.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_056.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_057.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_058.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_059.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_060.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_061.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_062.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_063.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_064.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_065.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_066.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_067.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_068.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_069.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_070.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_071.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_072.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_073.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_074.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_075.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_076.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_077.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_078.wav,1
C:\Users\NATALIE\Desktop\stamm project\kevinolan\stammer\training\data\train\stutter\stutter_079.wav,1
